Svc,BatteryNode,P_BESS,E_BESS,Total_Investment,Annual_Revenue,f1,f2,f3,f4,s_m_PS,s_m_PS_BESS,pct_m_PS,f5_PS,threshold_peak_demand,P_CB_max,p_1,p_2,p_3,p_4,p_5,Time,Total_Investment_n,pct_m_PS_n,f5_PS_n
FR,bus1003,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,-0.0069485931548102,0.05000738971821574,8658,8468,97.8054978054978,0.3270545834163441,170,287.5176039200928,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,19.905669248104097,0.5541853992721045,0.8681634392843084,0.7111744192782065
FR,bus1004,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.0235209879196935,-0.023812831083494815,8656,8466,97.80499075785582,0.327057118654554,170,287.54320150763215,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,19.7172557592392,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1005,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.0460030930327095,-0.1377287190412672,8656,8466,97.80499075785582,0.327057118654554,170,287.5438078193707,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,21.01172379255295,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1006,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.1131675021288154,-0.3124183084476261,8656,8466,97.80499075785582,0.327057118654554,170,287.5450667013304,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,19.21713992357254,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1008,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.1420696800986771,-0.467552462711079,8656,8466,97.80499075785582,0.327057118654554,170,287.5455607141729,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,19.23799335956573,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1009,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.2130780357167226,-0.6959157232031085,8656,8466,97.80499075785582,0.327057118654554,170,287.5458879776316,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,19.31952128807704,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1011,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.2218145232083484,-1.2095205478435587,8656,8466,97.80499075785582,0.327057118654554,170,287.5458879643766,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,19.195144645373027,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1012,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.2292803477748294,-2.5207429293411,8656,8466,97.80499075785582,0.327057118654554,170,287.5459648233981,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,19.260134760538737,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1013,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,0.2632261186207349,-4.494775402426332,8656,8466,97.80499075785582,0.327057118654554,170,287.54607259024056,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,22.42876317898432,0.5541853992721045,0.8681317137730518,0.7111585565225782
FR,bus1001,750,3000,1327500.0,112984.34891469512,13.539748679625044,1.4106157483010129,-0.0882335390840793,-0.034756430514592464,8657,8636,99.75742173963266,0.3816289848369124,170,287.53394401983064,0,0.4611872146118722,0,93.83561643835615,5.703196347031963,21.10713491837184,0.7464354527938343,0.9902935501814236,0.8683645014876289
FR,bus1002,750,3000,1327500.0,112984.34891469512,13.539748679625044,1.4106157483010129,-0.0746666901956278,-0.06962030663160462,8656,8639,99.8036044362292,0.3813980713539296,170,287.53385015946765,0,0.4611872146118722,0,93.83561643835615,5.703196347031963,22.56658140818278,0.7464354527938343,0.9931831596371128,0.8698093062154735
